LLM,Complexity,TopK,r2,mae,spearman,mcc,f1
gpt-3.5-turbo,easy,1,-0.0020476961267497837,13.945496933516658,0.023653522959444954,0.0059202012906384655,0.008804828681412512
gpt-3.5-turbo,easy,3,0.037439425559542126,13.539281074106055,0.038219395094577786,0.15970611734378262,0.0763077323952837
gpt-3.5-turbo,easy,10,0.329119014412763,10.748236859418332,0.1328473150409658,0.34480730997158954,0.27620751341681576
gpt-3.5-turbo,hard,1,-0.0008323654231912799,12.255447786002444,0.006848020379533446,0.038509300319917436,0.009665166390176649
gpt-3.5-turbo,hard,3,0.004691970458237642,12.207969094374365,0.03847885074510622,0.11945406319267089,0.15414743259585567
gpt-3.5-turbo,hard,10,0.109356649307701,11.212136609552749,0.31804289421635407,0.2727567028860822,0.3235016123332573
gpt-3.5-turbo,medium,1,-0.000639108566563884,11.134228158180768,0.008056781946153526,0.05655441709979494,0.017766992887320178
gpt-3.5-turbo,medium,3,0.004248912861848098,11.128518432163144,0.05055546099306836,0.1553933529145501,0.080674203719973
gpt-3.5-turbo,medium,10,0.12604003457270077,11.596297379685211,0.2868024589366117,0.2957530335342763,0.311246724869181
gpt-4o,easy,1,-0.00104669040823957,33.268973004632265,0.017331464698847474,0.006208601945530366,0.00414390127655992
gpt-4o,easy,3,0.005971566108672333,33.506073804293955,0.02092555141626508,0.15559358478781796,0.05216730727141077
gpt-4o,easy,10,0.4333729489503488,10.958496973161552,0.1680815572267866,0.5471452991610786,0.46728317278583065
gpt-4o,hard,1,0.0007038174213971163,49.625525279262746,0.016796006841058964,0.05562385901550535,0.014018988576445386
gpt-4o,hard,3,0.015500511285689819,49.59218284752947,0.0815181006498267,0.2842332976011463,0.24528588419576344
gpt-4o,hard,10,0.17624500198595192,38.17755171856238,0.3956355506267153,0.42941655084124747,0.44195528335680656
gpt-4o,medium,1,0.00039527038053006615,56.21100857836965,0.021830313788751714,0.06782317410047246,0.023016898487297294
gpt-4o,medium,3,0.022413732754035864,55.972477899625844,0.09917852440749972,0.11938230959456494,0.06178206255400627
gpt-4o,medium,10,0.20842794097463724,51.53687257992785,0.3740647523027948,0.2437524070140697,0.2519575574161056
gpt-4o-mini,easy,1,0.0021172003240818396,144.4361713524541,0.07325403988996491,0.025948124760131266,0.01787701842108736
gpt-4o-mini,easy,3,0.08239953215561462,117.25975969581854,0.14238435113463896,0.2774008520841781,0.1692237082695616
gpt-4o-mini,easy,10,0.26430861360966323,115.37098437379994,0.2846130222342367,0.3644933848142721,0.2717928782300359
gpt-4o-mini,hard,1,0.0063622391484857155,8.3514467763896,0.04736182799734928,0.1507177549294934,0.08719547820078917
gpt-4o-mini,hard,3,0.06664192054727712,8.2752251486028,0.17377906755158135,0.2657009177316765,0.21532370720961036
gpt-4o-mini,hard,10,0.2723873641323391,6.936235441299712,0.4690180765029832,0.34090506185629305,0.3451527841112099
gpt-4o-mini,medium,1,0.015619095676689865,7.406012398304744,0.09611364668063119,0.11723644655699914,0.08123440529394713
gpt-4o-mini,medium,3,0.0532705452074117,7.138816597308406,0.27180724812791324,0.1952332134485421,0.1406884544295249
gpt-4o-mini,medium,10,0.3213249214867445,6.453376591187241,0.5612801128174958,0.34571607982455443,0.3789459379821264
llama3.1,easy,1,0.013219147517285257,16.484474936075575,0.08631368129387519,0.009059009706335311,0.049834070227461176
llama3.1,easy,3,0.0607718356588115,15.926503327977818,0.11601392637893648,0.16980780166863804,0.08440813019110001
llama3.1,easy,10,0.22392244093852942,11.83577126059357,0.1374921939939007,0.42191491521910257,0.428218874216777
llama3.1,hard,1,-0.0004778033843455913,38.80631161148293,0.003222062080246881,0.08522003290266254,0.034440081320138434
llama3.1,hard,3,0.02410680297925799,39.14087153000883,0.08959075634409885,0.22269681683000875,0.18582838618990818
llama3.1,hard,10,0.12629999512012838,38.9137333981672,0.30741598135399223,0.4294112673001634,0.42079489984641444
llama3.1,medium,1,0.003434993849921275,43.907354258416845,0.051337103127789455,0.04836182836888721,0.015611540630780709
llama3.1,medium,3,0.01584498227760047,44.270824162198764,0.0682234560245998,0.13842062158644658,0.10065895769818196
llama3.1,medium,10,0.15641526964371336,45.133260444204964,0.31716424131158993,0.3278917548103881,0.3162305813379821
llama3.1:70b,easy,1,7.476792679617095e-05,77.25636465085344,0.02245057441947988,0.01255758779077965,0.014297671597706875
llama3.1:70b,easy,3,0.10358929847555025,68.06992666849264,0.07915249254278339,0.24031881638239247,0.25311969526005756
llama3.1:70b,easy,10,0.5317821171056467,18.582633456742833,0.31812912510674335,0.41824399894783176,0.3137058168306308
llama3.1:70b,hard,1,0.017062334993450574,30.325069435398927,0.08289543484841037,0.07413626260875353,0.02894524861230149
llama3.1:70b,hard,3,0.07305245358006125,29.47647446663312,0.22470213976238199,0.12961174347375623,0.12310529514368168
llama3.1:70b,hard,10,0.17115396123031723,26.20777833805903,0.3567441760723164,0.29447671958595373,0.31221455644732876
llama3.1:70b,medium,1,0.007268239189518977,27.953912172063355,0.07122353543511731,0.15916478230350845,0.13785215392057268
llama3.1:70b,medium,3,0.03263089763861824,28.188208290936338,0.08665777549423503,0.19770636658831625,0.20390202556393966
llama3.1:70b,medium,10,0.23512213077062089,28.651716979299486,0.3962593157401125,0.3297282782096881,0.3452962923380061
