LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
llama3.1,hard,explanation_length,1,32,heldout_refit_on_rule_activations,-0.00030235729924421584,226.00799958010788,0.014217531656239787,-0.0039794911160841405,0.0
llama3.1,hard,explanation_length,3,32,heldout_refit_on_rule_activations,0.0017326990922913454,228.16623106871938,-0.20474086898272456,0.056919227098753356,0.013888888888888888
llama3.1,hard,explanation_length,10,32,heldout_refit_on_rule_activations,0.05913541561989988,227.35054572124287,0.33922620612372456,0.056919227098753356,0.013888888888888888
gpt-3.5-turbo,hard,information_overload,1,28,heldout_refit_on_rule_activations,-0.0005162651944308205,0.8165783317441636,0.0,0.1049340634622847,0.043478260869565216
gpt-3.5-turbo,hard,information_overload,3,28,heldout_refit_on_rule_activations,0.00040798866458657823,0.815972692758108,0.0732392234051318,0.21412044480838816,0.2704666107851355
gpt-3.5-turbo,hard,information_overload,10,28,heldout_refit_on_rule_activations,0.21156876565741045,0.7027779174497657,0.3127270257762144,0.9043716561759151,0.9058823529411765
gpt-4o,medium,framing_effect,1,29,heldout_refit_on_rule_activations,-0.00031831079351474223,0.8166808197323271,-0.019737023923227372,0.06632399512347649,0.014766201804757998
gpt-4o,medium,framing_effect,3,29,heldout_refit_on_rule_activations,0.06276322109219667,0.7846288394218665,0.19824425255482706,0.16060210913552767,0.08240887480190175
gpt-4o,medium,framing_effect,10,29,heldout_refit_on_rule_activations,0.09632954778671643,0.7546833185871598,0.27116532517713,0.17481513216626396,0.1331662788616431
llama3.1,medium,information_overload,1,31,heldout_refit_on_rule_activations,0.004248816234353359,0.812393267960549,0.060206500083515,0.053277138523679796,0.011271133375078271
llama3.1,medium,information_overload,3,31,heldout_refit_on_rule_activations,0.0480033898401202,0.8046847409274933,0.21765286178810575,0.22126442865229468,0.24009931719428926
llama3.1,medium,information_overload,10,31,heldout_refit_on_rule_activations,0.225985656163731,0.6642990581323424,0.45405728985094,0.5398288911723681,0.4627831715210356
gpt-4o-mini,hard,oversimplification,1,32,heldout_refit_on_rule_activations,0.0019741277906516475,0.5996515329441282,0.04734939759857153,-0.0007996537033823727,0.0
gpt-4o-mini,hard,oversimplification,3,32,heldout_refit_on_rule_activations,0.002870696627062852,0.598395484229068,0.04372585597639641,-0.0007996537033823727,0.0
gpt-4o-mini,hard,oversimplification,10,32,heldout_refit_on_rule_activations,0.14247417114974759,0.502123066470728,0.3788644609481242,0.0016576513537072156,0.004705882352941176
gpt-4o,medium,information_overload,1,29,heldout_refit_on_rule_activations,0.0034259156549147907,0.6640466728138302,0.0724878410339521,0.12028696642827778,0.07006369426751592
gpt-4o,medium,information_overload,3,29,heldout_refit_on_rule_activations,0.02854609479030923,0.6562760537599411,0.15665065242036957,0.12028696642827778,0.07006369426751592
gpt-4o,medium,information_overload,10,29,heldout_refit_on_rule_activations,0.21962263997357834,0.4848096257081028,0.54545599496616,0.4037224945077566,0.4868707384302916
gpt-3.5-turbo,easy,explanation_length,1,28,heldout_refit_on_rule_activations,-0.0009976812787610978,41.21830503956141,0.054213170169401435,0.006029377226228951,0.009123649459783913
gpt-3.5-turbo,easy,explanation_length,3,28,heldout_refit_on_rule_activations,0.11642677586898165,39.99881796123994,0.07673253528346952,0.2452677455420635,0.11428571428571428
gpt-3.5-turbo,easy,explanation_length,10,28,heldout_refit_on_rule_activations,0.5901787064606827,31.647216080557577,0.1520508216851973,0.5489613027897092,0.46511627906976744
llama3.1,hard,framing_effect,1,32,heldout_refit_on_rule_activations,-0.0008235069716679977,0.9194391672973732,0.0,0.023188887619395856,0.001265022137887413
llama3.1,hard,framing_effect,3,32,heldout_refit_on_rule_activations,0.06407630064029446,0.9258508974548171,0.24228194646421244,0.32370284149067546,0.41767337807606264
llama3.1,hard,framing_effect,10,32,heldout_refit_on_rule_activations,0.30613660554988376,0.7615599879201594,0.49147872409166143,0.46905876851495754,0.633500772797527
gpt-4o-mini,hard,subjectivity_score_nn,1,28,heldout_refit_on_rule_activations,0.03445456723738194,0.36106687075973143,0.16964361877810374,0.21193577577840217,0.12152332049636286
gpt-4o-mini,hard,subjectivity_score_nn,3,28,heldout_refit_on_rule_activations,0.09679144505038484,0.3354869944381993,0.27082128987568926,0.25841065805813207,0.17387687188019968
gpt-4o-mini,hard,subjectivity_score_nn,10,28,heldout_refit_on_rule_activations,0.10738737717724511,0.33282362340250754,0.28573757311129544,0.25841065805813207,0.17387687188019968
llama3.1:70b,medium,framing_effect,1,32,heldout_refit_on_rule_activations,0.016966152804940626,0.9133093111181095,0.12894180377605632,0.2014113905984456,0.10362694300518134
llama3.1:70b,medium,framing_effect,3,32,heldout_refit_on_rule_activations,0.05198866078147324,0.8961852357636289,0.23469900515717956,0.3177653274591012,0.3253588516746411
llama3.1:70b,medium,framing_effect,10,32,heldout_refit_on_rule_activations,0.4955744966894793,0.7016478396228691,0.5732555739142382,0.337201696714806,0.48863062152602327
gpt-4o,hard,explanation_length,1,32,heldout_refit_on_rule_activations,-0.0001278768011070408,290.29940618669656,0.0,0.04006680785328311,0.003430531732418525
gpt-4o,hard,explanation_length,3,32,heldout_refit_on_rule_activations,-4.871409211681943e-05,290.4163137309241,-0.06701868216100984,0.04006680785328311,0.003430531732418525
gpt-4o,hard,explanation_length,10,32,heldout_refit_on_rule_activations,0.3106614633125251,222.36417987062228,0.7801413723365687,0.04006680785328311,0.003430531732418525
gpt-4o-mini,medium,oversimplification,1,32,heldout_refit_on_rule_activations,0.00248989255793175,0.5895779879659708,0.05603580981507742,-0.001385445057186183,0.0
gpt-4o-mini,medium,oversimplification,3,32,heldout_refit_on_rule_activations,0.049635720832742036,0.5649681998975632,0.2427471790090355,-0.0005653993238597231,0.0
gpt-4o-mini,medium,oversimplification,10,32,heldout_refit_on_rule_activations,0.16143034706617232,0.49212104483095925,0.4137223710605411,0.006580547043219394,0.006153846153846154
llama3.1,medium,explanation_length,1,32,heldout_refit_on_rule_activations,-0.0005730998516175756,217.07643739693134,0.04063480891062556,0.010044679205891898,0.006734006734006734
llama3.1,medium,explanation_length,3,32,heldout_refit_on_rule_activations,0.0017568454269415446,218.9040474321353,-0.1416072074981671,0.010044679205891898,0.006734006734006734
llama3.1,medium,explanation_length,10,32,heldout_refit_on_rule_activations,0.0631043042342504,223.56876093682789,0.2087281213031012,0.010044679205891898,0.006734006734006734
