TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.7349782511544757,0.1078647815573648,0.6797958050112793,0.7419883458468551,0.7825804178277939
3,0.8007342762659753,0.09071137230067071,0.7430213520865327,0.799953340810907,0.8238606789550227
10,0.8321544263226378,0.10089748508864146,0.7966416508583847,0.8300703684850245,0.8681706775989003
