LLM,Complexity,TopK,r2,mae,spearman,mcc,f1
gpt-3.5-turbo,easy,1,0.5758560832049678,9.019445870464459,0.32798582042815155,0.6686226198746078,0.6695485110470701
gpt-3.5-turbo,easy,3,0.5810942440162478,8.37175218633132,0.21403243675329772,0.6701314281862297,0.7917563425291854
gpt-3.5-turbo,easy,10,0.5878381146495019,8.21999511156435,0.25621733687242215,0.6955095941791704,0.6976744186046512
gpt-3.5-turbo,hard,1,0.5200102262183114,8.091944111902377,0.5289069387171347,0.8057364109114338,0.8220330720016613
gpt-3.5-turbo,hard,3,0.5534738221918492,8.042072371452631,0.5448052651886174,0.8317806403341459,0.8332339032959194
gpt-3.5-turbo,hard,10,0.5787702758355749,6.076643368592136,0.5757720496632778,0.8487751885202802,0.8446115027623544
gpt-3.5-turbo,medium,1,0.5457375909051525,7.434269660502499,0.5296302481053082,0.7861222978284262,0.7968357375523499
gpt-3.5-turbo,medium,3,0.5586300404514652,7.428786941076273,0.5388193037691,0.9442339717994749,0.9373134328358208
gpt-3.5-turbo,medium,10,0.5786859070666361,6.354997861653545,0.5656179885477159,0.9442339717994749,0.9373134328358208
gpt-4o,easy,1,0.6299905418249486,9.2444548607393,0.4973092773830663,1.0,1.0
gpt-4o,easy,3,0.6385903672910725,9.278742583406608,0.43389785510127066,1.0,1.0
gpt-4o,easy,10,0.6476492453212386,8.896355611143834,0.28045399888847233,1.0,1.0
gpt-4o,hard,1,0.5187335779300947,12.640351525198824,0.6152989693904614,0.7843333068018996,0.8062536684275119
gpt-4o,hard,3,0.5877853026845116,10.664639867893555,0.6984016300124173,0.8195313890285042,0.8227096280839096
gpt-4o,hard,10,0.7195369151808766,7.59673549021318,0.7528439059496573,0.9712797472610918,0.9704861111111112
gpt-4o,medium,1,0.5654865534079038,8.623343157734592,0.5713672787123889,0.765060200411168,0.8
gpt-4o,medium,3,0.6548742968788072,7.382380150031215,0.6944815032388182,0.9975307385042516,0.9976723366159355
gpt-4o,medium,10,0.6758476940210125,7.118475082364296,0.6844291189114815,0.9975307385042516,0.9976723366159355
gpt-4o-mini,easy,1,0.5584144662639398,14.298978783068,0.43651747939904834,0.7341859799474365,0.8196284262267767
gpt-4o-mini,easy,3,0.5686593998268558,14.334356072903539,0.3974395245436007,0.7341859799474365,0.8196284262267767
gpt-4o-mini,easy,10,0.5818278835376601,13.523904838073642,0.41939515846236014,0.8875176678235034,0.8783694937541092
gpt-4o-mini,hard,1,0.4602539188857466,7.988075480684231,0.5755241898019391,0.6446560403280772,0.6533942228927624
gpt-4o-mini,hard,3,0.6512375609359734,6.983064379648018,0.6006268295761886,0.8221136019341433,0.8184102827443475
gpt-4o-mini,hard,10,0.676672260476268,6.252732300041129,0.6356688191527473,0.8285270561368097,0.8252800557431527
gpt-4o-mini,medium,1,0.5758334079798477,6.472517077440107,0.6050295016151294,0.7969311393670037,0.8005424954792044
gpt-4o-mini,medium,3,0.6247455023545846,6.305603469428343,0.5978659112309412,0.7987551481557272,0.8007561436672969
gpt-4o-mini,medium,10,0.6570871371208059,5.2650475543134485,0.6727766260255956,0.8034218416553444,0.8014260249554367
llama3.1,easy,1,0.3257327274550364,9.874017262901132,0.12016024427312477,0.6720232061566578,0.6713859910581222
llama3.1,easy,3,0.37027973994841706,9.579334234545085,0.20347850657300573,0.6727902388145043,0.7048526811138087
llama3.1,easy,10,0.3977458083847824,9.662925830211133,0.24189437259448762,0.7099790316667117,0.6954887218045113
llama3.1,hard,1,0.5636029488335059,14.88287764669488,0.5964379996972412,0.6542944354876545,0.7895215363487975
llama3.1,hard,3,0.6141370304402017,13.40208489864016,0.6243567971687364,0.7801992440444453,0.7767047989243521
llama3.1,hard,10,0.6402137054268384,9.931304439406352,0.680488421584681,0.7971091892972968,0.7973018481189573
llama3.1,medium,1,0.6175050599353166,16.482302359050216,0.5816904867353635,0.7945889984759115,0.8
llama3.1,medium,3,0.6685481289055039,14.849978178299803,0.6306359192021349,0.8007552046574726,0.8095127610208817
llama3.1,medium,10,0.6805110056625272,10.420973820411982,0.6946189570635957,0.8081546006321483,0.8144638403990025
llama3.1:70b,easy,1,0.5963974518484222,13.47652282544591,0.4570462771926745,0.7046893537531288,0.8071194817337876
llama3.1:70b,easy,3,0.6004405005497208,12.876423344121257,0.454838646113703,0.7046893537531288,0.8071194817337876
llama3.1:70b,easy,10,0.6072961001805709,12.626708421514357,0.2873491119351899,0.7182306686120253,0.8584086799276672
llama3.1:70b,hard,1,0.5539692415095824,19.048097017468546,0.43669669505817854,0.4866901416604756,0.48456699164284367
llama3.1:70b,hard,3,0.6906993539308841,18.394912647440815,0.585727798108737,0.7424531879225033,0.7893794760817796
llama3.1:70b,hard,10,0.7176455457982441,9.524321131268183,0.6747045078784596,0.8327772704695994,0.8425379329785786
llama3.1:70b,medium,1,0.5776668453742015,10.690779063248176,0.5407297051446777,0.7631797229977968,0.8
llama3.1:70b,medium,3,0.5969096364055135,10.569664901718145,0.5472970032825218,0.9971153081171524,0.9971698113207548
llama3.1:70b,medium,10,0.6195087660177413,8.834203164124274,0.6002651286161115,0.9971153081171524,0.9971698113207548
