TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.7374075902667784,0.11177069005041998,0.6703229130156327,0.7631797229977968,0.7903556481521689
3,0.821084362346608,0.11466040414442225,0.7383195839349699,0.8007552046574726,0.8880073060668103
10,0.8560107916449907,0.10646132972334524,0.8002655154763205,0.8327772704695994,0.9577568595302833
