LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
gpt-4o,medium,information_overload,3,49,heldout_refit_on_rule_activations,0.6150092742227096,0.2702207310604458,0.7955028774878476,1.0,1.0
gpt-4o,medium,information_overload,10,49,heldout_refit_on_rule_activations,0.6304549281950145,0.2704182470153927,0.7778802175807618,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,1,46,heldout_refit_on_rule_activations,0.6244247772778186,0.19319538662593963,0.7544805153890365,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,3,46,heldout_refit_on_rule_activations,0.6275155599596249,0.19224235303000234,0.7392726079128432,1.0,1.0
gpt-4o,medium,subjectivity_score_nn,10,46,heldout_refit_on_rule_activations,0.6337342226153628,0.18900572666959245,0.6946177094110929,1.0,1.0
gpt-3.5-turbo,hard,information_overload,1,17,heldout_refit_on_rule_activations,0.2998410601536313,0.6660348224993248,0.6599104944246243,0.9707175594663444,0.9778197262859839
gpt-3.5-turbo,hard,information_overload,3,17,heldout_refit_on_rule_activations,0.4643248350427941,0.5307469598343199,0.7246817082353505,0.9894068357497615,0.9920893438808748
gpt-3.5-turbo,hard,information_overload,10,17,heldout_refit_on_rule_activations,0.472579052060229,0.5306777989984898,0.6431553385415213,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,1,25,heldout_refit_on_rule_activations,0.8657881011176763,0.06097872765434477,0.7605645805380385,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,3,25,heldout_refit_on_rule_activations,0.8676870111893875,0.06027956106775093,0.7563880858288874,1.0,1.0
llama3.1:70b,medium,subjectivity_score_nn,10,25,heldout_refit_on_rule_activations,0.8770519802605174,0.05605723596186294,0.6868750490256046,1.0,1.0
llama3.1:70b,medium,information_overload,1,89,heldout_refit_on_rule_activations,0.17923990759032982,0.44589486252869165,0.5048135699455923,1.0,1.0
llama3.1:70b,medium,information_overload,3,89,heldout_refit_on_rule_activations,0.2534108078263493,0.4241997235633428,0.5358612284577743,1.0,1.0
llama3.1:70b,medium,information_overload,10,89,heldout_refit_on_rule_activations,0.306665380760029,0.41295104573040786,0.5889289541966441,1.0,1.0
llama3.1,easy,oversimplification,1,44,heldout_refit_on_rule_activations,0.013797061762165108,0.502802669671043,0.12081448932154377,0.016069618469973238,0.014157973174366617
llama3.1,easy,oversimplification,3,44,heldout_refit_on_rule_activations,0.02303746771035764,0.49997452711018675,0.14838259891811453,0.018370716443512902,0.11455804334142614
llama3.1,easy,oversimplification,10,44,heldout_refit_on_rule_activations,0.04357078356289634,0.4897687449870842,0.19939869454382844,0.1299370950001353,0.08646616541353383
llama3.1,medium,framing_effect,1,33,heldout_refit_on_rule_activations,0.6950708338285658,0.5334026862333093,0.8069445643785224,1.0,1.0
llama3.1,medium,framing_effect,3,33,heldout_refit_on_rule_activations,0.7099712009574373,0.5280972343288923,0.8038092600744021,1.0,1.0
llama3.1,medium,framing_effect,10,33,heldout_refit_on_rule_activations,0.7270389641626066,0.5019772934564991,0.7359153753359736,1.0,1.0
llama3.1:70b,hard,framing_effect,1,54,heldout_refit_on_rule_activations,0.6242010007674199,0.44683149522078675,0.5009018151925276,0.45599876547010804,0.41786743515850144
llama3.1:70b,hard,framing_effect,3,54,heldout_refit_on_rule_activations,0.7431007620733563,0.29569545439558254,0.7039115838860164,0.5279855491757123,0.7421661409043112
llama3.1:70b,hard,framing_effect,10,54,heldout_refit_on_rule_activations,0.7797923243711947,0.24899735383878266,0.7329765810382057,0.9504623531629124,0.9858414582450191
gpt-4o-mini,medium,oversimplification,1,44,heldout_refit_on_rule_activations,0.47222300431233255,0.41574346657988176,0.6797477174338517,-0.015344303164981617,0.0027124773960217
gpt-4o-mini,medium,oversimplification,3,44,heldout_refit_on_rule_activations,0.4743897673654882,0.4116954953659349,0.6407964458923936,-0.006224259221364008,0.003780718336483932
gpt-4o-mini,medium,oversimplification,10,44,heldout_refit_on_rule_activations,0.4895971466688057,0.3986865466495829,0.6325619056152569,0.01710920827672203,0.0071301247771836
gpt-4o-mini,medium,subjectivity_score_nn,1,18,heldout_refit_on_rule_activations,0.816305494511621,0.09195647519076298,0.7876861433861904,1.0,1.0
gpt-4o-mini,medium,subjectivity_score_nn,3,18,heldout_refit_on_rule_activations,0.8168234338682157,0.09137669146206077,0.7793052384855875,1.0,1.0
