source_row,perturbation_id,masked_feature_count,unmasked_feature_count,used_fallback_to_all_rows,candidate_count_true,min_tie_count,masked_feature_admissible,exact_match_unmasked,near_match_unmasked_le_0_05,near_match_unmasked_le_0_10,l2_distance_unmasked,hamming_distance_unmasked,reference_full_l2_to_perturbed,reference_full_hamming_to_perturbed,selected_index
1480,0,8,3,True,10498,1,False,False,False,False,0.44721361994743347,2.0,0.700856626033783,10,4062
1480,1,2,9,True,10498,1,False,False,False,False,0.4472135901451111,2.0,0.651766836643219,4,7183
1480,2,6,5,True,10498,1,False,False,False,False,0.3464101552963257,3.0,0.6651315689086914,9,658
1480,3,6,5,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.3006659150123596,7,9617
1480,4,5,6,True,10498,1,False,False,False,False,0.2828426957130432,2.0,0.4753945469856262,7,8025
1480,5,8,3,True,10498,1,False,False,False,False,0.2828426957130432,2.0,0.5245950818061829,10,9355
1480,6,3,8,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.4303486943244934,4,3535
1480,7,4,7,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.3709447383880615,5,3947
1480,8,7,4,True,10498,1,False,False,False,False,0.4898979663848877,3.0,0.6219324469566345,10,8035
1480,9,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
1480,10,2,9,False,2945,45,True,True,True,True,0.0,0.0,0.028284255415201187,2,1747
1480,11,1,10,False,10411,88,True,True,True,True,0.0,0.0,0.019999980926513672,1,8497
1480,12,3,8,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.2986636757850647,4,7805
1480,13,2,9,False,2,1,True,False,False,False,0.2828426957130432,2.0,0.28425338864326477,4,4139
1480,14,7,4,True,10498,1,False,False,False,False,0.2828426957130432,2.0,0.6714164018630981,9,9867
1480,15,2,9,False,1,1,True,False,False,False,1.1661903858184814,9.0,1.1665332317352295,11,53
1480,16,3,8,False,1,1,True,False,False,False,0.9999999403953552,8.0,1.00059974193573,11,53
1480,17,2,9,False,4,1,True,False,False,False,0.8485281467437744,6.0,0.8489995002746582,8,6248
1480,18,8,3,True,10498,2,False,False,False,False,0.19999998807907104,1.0,0.6412488222122192,9,9355
1480,19,1,10,False,25,1,True,False,False,False,0.7211102843284607,7.0,0.7213875651359558,8,1157
1480,20,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
1480,21,2,9,False,25,1,True,False,False,False,0.5999999642372131,6.0,0.6006662845611572,8,1157
1480,22,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
1480,23,4,7,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.7222188115119934,5,3947
1480,24,4,7,True,10498,1,False,False,False,False,0.5291502475738525,4.0,0.6523802280426025,8,428
1480,25,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
1480,26,10,1,True,10498,1,False,True,True,True,0.0,0.0,0.7924644947052002,10,8035
1480,27,2,9,False,1,1,True,False,False,False,1.2649110555648804,9.0,1.265227198600769,11,26
1480,28,7,4,True,10498,1,False,False,False,False,0.4472135901451111,2.0,0.5888972878456116,9,6248
1480,29,1,10,False,575,29,True,True,True,True,0.0,0.0,0.019999995827674866,1,1738
1480,30,10,1,True,10498,1,False,True,True,True,0.0,0.0,0.761577308177948,10,6248
1480,31,5,6,True,10498,1,False,False,False,False,0.4898979663848877,3.0,0.7169379591941833,8,8025
6767,0,4,7,True,10498,2,False,True,True,True,0.0,0.0,0.31240999698638916,4,7229
6767,1,2,9,False,540,4,True,False,False,False,0.19999998807907104,1.0,0.20199008285999298,3,7726
6767,2,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
6767,3,5,6,True,10498,1,False,True,True,True,0.0,0.0,0.5674504637718201,5,9931
6767,4,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
6767,5,2,9,False,2,1,True,False,False,False,0.8246211409568787,6.0,0.8251060843467712,8,8970
6767,6,7,4,True,10498,1,False,False,False,False,0.20000001788139343,1.0,0.6409368515014648,8,1963
6767,7,6,5,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.6651315689086914,7,10445
6767,8,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
6767,9,6,5,True,10498,1,False,False,False,False,0.3464101552963257,3.0,0.6887670755386353,9,5621
6767,10,2,9,False,2,1,True,False,False,False,0.19999998807907104,1.0,0.20199008285999298,3,4139
6767,11,1,10,False,575,4,True,False,False,False,0.19999998807907104,1.0,0.2009975016117096,2,7726
6767,12,9,2,True,10498,1,False,False,False,False,0.20000001788139343,1.0,0.7665507793426514,10,1963
6767,13,4,7,True,10498,1,False,True,True,True,0.0,0.0,0.5230678915977478,4,6922
6767,14,9,2,True,10498,1,False,True,True,True,0.0,0.0,0.6477653980255127,9,1963
6767,15,10,1,True,10498,1,False,True,True,True,0.0,0.0,0.7402702569961548,10,8970
6767,16,5,6,True,10498,2,False,True,True,True,0.0,0.0,0.5234501361846924,5,7689
6767,17,9,2,True,10498,1,False,False,False,False,0.19999998807907104,1.0,0.6415606141090393,10,8970
6767,18,8,3,True,10498,1,False,False,False,False,0.4472135901451111,2.0,0.7233256697654724,10,8970
6767,19,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
6767,20,11,0,True,10498,1,False,,,,,,0.7927168607711792,11,8035
6767,21,10,1,True,10498,1,False,False,False,False,0.3999999761581421,1.0,0.6723094582557678,11,4062
