source_row,perturbation_id,masked_feature_count,unmasked_feature_count,used_fallback_to_all_rows,candidate_count_true,min_tie_count,masked_feature_admissible,exact_match_unmasked,near_match_unmasked_le_0_05,near_match_unmasked_le_0_10,l2_distance_unmasked,hamming_distance_unmasked,reference_full_l2_to_perturbed,reference_full_hamming_to_perturbed,selected_index
1481,0,8,3,True,10507,1,False,False,False,False,0.5656853914260864,2.0,0.7817928194999695,10,4065
1481,1,2,9,True,10507,1,False,False,False,False,0.2828426957130432,2.0,0.42047592997550964,4,7246
1481,2,6,5,True,10507,1,False,False,False,False,0.2828427255153656,2.0,0.5238320231437683,8,8039
1481,3,6,5,True,10507,2,False,False,False,False,0.2828427255153656,2.0,0.475815087556839,8,3318
1481,4,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.4939635396003723,10,8039
1481,5,2,9,False,1619,1,True,False,False,False,0.19999998807907104,1.0,0.20199008285999298,3,4778
1481,6,3,8,False,1,1,True,False,False,False,1.1999999284744263,8.0,1.2004998922348022,11,53
1481,7,5,6,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.3714834749698639,6,4284
1481,8,4,7,True,10507,1,False,False,False,False,0.2828426957130432,2.0,0.4749736785888672,6,7246
1481,9,2,9,False,2,1,True,False,False,False,0.800000011920929,7.0,0.8004998564720154,9,26
1481,10,5,6,False,1,1,True,False,False,False,0.2828427255153656,2.0,0.28635644912719727,7,8039
1481,11,10,1,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.8461678624153137,11,7246
1481,12,3,8,True,10507,1,False,True,True,True,0.0,0.0,0.31176915764808655,3,1481
1481,13,2,9,False,2,1,True,False,False,False,0.34641018509864807,3.0,0.3475629687309265,5,8039
1481,14,7,4,True,10507,1,False,False,False,False,0.4472135901451111,2.0,0.755513072013855,9,9873
1481,15,2,9,False,1,1,True,False,False,False,1.1661903858184814,9.0,1.1665332317352295,11,53
1481,16,3,8,False,1,1,True,False,False,False,1.1999999284744263,8.0,1.2004998922348022,11,53
1481,17,2,9,False,4,1,True,False,False,False,0.7483315467834473,5.0,0.7488658428192139,7,6251
1481,18,8,3,True,10507,2,False,True,True,True,0.0,0.0,0.6092618703842163,8,9359
1481,19,1,10,False,25,1,True,False,False,False,0.9797959327697754,7.0,0.9800000786781311,8,7928
1481,20,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
1481,21,2,9,False,25,1,True,False,False,False,0.8944271802902222,6.0,0.8948743343353271,8,7928
1481,22,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
1481,23,4,7,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.3709447383880615,5,7246
1481,24,4,7,True,10507,1,False,False,False,False,0.2828426957130432,2.0,0.4749736785888672,6,2157
1481,25,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
1481,26,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.7924644947052002,10,8039
1481,27,2,9,False,1,1,True,False,False,False,1.0,8.0,1.0003999471664429,10,26
1481,28,7,4,True,10507,1,False,False,False,False,0.3999999761581421,1.0,0.5956509113311768,8,4065
1481,29,1,10,False,576,2,True,False,False,False,0.44721361994743347,2.0,0.4476606249809265,3,9359
1481,30,10,1,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.7668116092681885,11,3318
1481,31,5,6,True,10507,1,False,False,False,False,0.3464101552963257,3.0,0.6648308038711548,8,2659
6773,0,4,7,True,10507,11,False,True,True,True,0.0,0.0,0.31240999698638916,4,6523
6773,1,2,9,False,541,2,True,False,False,False,0.19999998807907104,1.0,0.20199008285999298,3,8000
6773,2,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
6773,3,5,6,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6016643643379211,6,9938
6773,4,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
6773,5,2,9,False,2,1,True,False,False,False,0.8485281467437744,7.0,0.8489994406700134,9,8974
6773,6,7,4,True,10507,1,False,False,False,False,0.4000000059604645,1.0,0.7285602688789368,8,1964
6773,7,6,5,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6887670159339905,7,6315
6773,8,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
6773,9,6,5,True,10507,1,False,False,False,False,0.3464101552963257,3.0,0.6887670755386353,9,5625
6773,10,2,9,False,2,1,True,False,False,False,0.19999998807907104,1.0,0.20199008285999298,3,4142
6773,11,1,10,False,576,2,True,False,False,False,0.19999998807907104,1.0,0.2009975016117096,2,8000
6773,12,9,2,True,10507,1,False,False,False,False,0.4000000059604645,1.0,0.8411896824836731,10,1964
6773,13,4,7,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.430813193321228,5,428
6773,14,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.6477653980255127,9,1964
6773,15,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.7402702569961548,10,9359
6773,16,5,6,True,10507,2,False,False,False,False,0.3999999761581421,1.0,0.5531726479530334,6,6759
6773,17,9,2,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6415606141090393,10,9359
6773,18,8,3,True,10507,2,False,False,False,False,0.2828426957130432,2.0,0.7288347482681274,10,7882
6773,19,4,7,True,10507,3,False,True,True,True,0.0,0.0,0.4749736785888672,4,6521
6773,20,7,4,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.7005712389945984,8,5641
6773,21,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.8219488859176636,9,7246
6773,22,10,1,True,10507,1,False,False,False,False,0.3999999761581421,1.0,0.6723094582557678,11,4065
6773,23,1,10,False,5,1,True,False,False,False,1.039230465888977,8.0,1.039422869682312,9,8974
6773,24,10,1,True,10507,2,False,False,False,False,0.19999998807907104,1.0,0.7668116092681885,11,3318
6773,25,3,8,False,2,1,True,False,False,False,0.8246211409568787,3.0,0.825348436832428,6,9623
6773,26,6,5,True,10507,1,False,False,False,False,0.4000000059604645,1.0,0.8114185333251953,7,1949
6773,27,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
6773,28,3,8,False,1,1,True,False,False,False,0.4472135901451111,2.0,0.4485532343387604,5,6315
6773,29,1,10,False,53,2,True,False,False,False,0.20000001788139343,1.0,0.20099753141403198,2,369
6773,30,6,5,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6019967198371887,7,9359
6773,31,7,4,True,10507,2,False,False,False,False,0.4000000059604645,1.0,0.8116649985313416,8,9359
3382,0,6,5,True,10507,1,False,False,False,False,0.4472135603427887,2.0,0.5462599992752075,8,236
3382,1,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.7922121286392212,9,2157
3382,2,4,7,True,10507,7,False,False,False,False,0.20000001788139343,1.0,0.3709447383880615,5,360
3382,3,5,6,True,10507,1,False,False,False,False,0.3464101552963257,3.0,0.4669046700000763,8,9619
3382,4,8,3,True,10507,1,False,False,False,False,0.4472135603427887,2.0,0.6286493539810181,10,6251
3382,5,9,2,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.7345747351646423,10,9359
3382,6,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
3382,7,2,9,False,7,1,True,False,False,False,0.20000001788139343,1.0,0.20199011266231537,3,8842
3382,8,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.7402702569961548,10,9359
3382,9,8,3,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.8168231248855591,9,7246
3382,10,10,1,True,10507,1,False,False,False,False,0.3999999761581421,1.0,0.6723094582557678,11,4065
3382,11,6,5,True,10507,2,False,False,False,False,0.20000001788139343,1.0,0.5607138276100159,7,6056
3382,12,4,7,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.430813193321228,5,7237
3382,13,5,6,False,1,1,True,False,False,False,0.7745966911315918,6.0,0.775886595249176,11,53
3382,14,6,5,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6280127763748169,7,422
3382,15,6,5,True,10507,2,False,False,False,False,0.3999999761581421,4.0,0.6945502161979675,10,8029
3382,16,5,6,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.3714834749698639,6,5021
3382,17,4,7,True,10507,1,False,False,False,False,0.34641018509864807,3.0,0.4118252098560333,7,7584
3382,18,2,9,False,3,1,True,False,False,False,0.7745966911315918,7.0,0.7751129269599915,9,8974
3382,19,9,2,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.8170679211616516,10,7246
3382,20,9,2,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.5325410962104797,10,8039
3382,21,9,2,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.8170679211616516,10,7246
3382,22,6,5,True,10507,1,False,False,False,False,0.4898979663848877,3.0,0.6216108202934265,9,8039
3382,23,3,8,False,2,1,True,False,False,False,0.8717797994613647,5.0,0.8724677562713623,8,9623
3382,24,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.7402702569961548,10,9359
3382,25,9,2,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.7665507793426514,10,1964
3382,26,5,6,True,10507,7,False,False,False,False,0.20000001788139343,1.0,0.5603570938110352,6,360
3382,27,4,7,True,10507,2,False,False,False,False,0.2828426957130432,2.0,0.4749736785888672,6,9497
3382,28,4,7,True,10507,1,False,False,False,False,0.2828427255153656,2.0,0.4214261472225189,6,428
3382,29,6,5,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.6019967198371887,7,9927
3382,30,6,5,True,10507,1,False,False,False,False,0.2828427255153656,2.0,0.634350061416626,8,1964
3382,31,4,7,True,10507,4,False,False,False,False,0.3464101552963257,3.0,0.4118252098560333,7,2663
1930,0,3,8,False,264,8,True,False,False,False,0.2828426957130432,2.0,0.2849561274051666,5,9839
1930,1,6,5,True,10507,2,False,False,False,False,0.19999998807907104,1.0,0.5607138872146606,7,2116
1930,2,2,9,False,2,1,True,False,False,False,0.8246211409568787,3.0,0.8251060843467712,5,9623
1930,3,5,6,True,10507,2,False,True,True,True,0.0,0.0,0.5234501361846924,5,6416
1930,4,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
1930,5,9,2,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.5325410962104797,10,8039
1930,6,2,9,False,1,1,True,False,False,False,1.2961480617523193,9.0,1.2964566946029663,11,53
1930,7,4,7,True,10507,1,False,False,False,False,0.44721361994743347,2.0,0.5878775715827942,6,10017
1930,8,6,5,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.6406247019767761,7,9938
1930,9,4,7,True,10507,2,False,True,True,True,0.0,0.0,0.5230678915977478,4,5311
1930,10,6,5,True,10507,1,False,False,False,False,0.20000001788139343,1.0,0.6406247019767761,7,1952
1930,11,1,10,False,10419,427,True,True,True,True,0.0,0.0,0.019999980926513672,1,2721
1930,12,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.7613146305084229,9,6251
1930,13,6,5,True,10507,1,False,True,True,True,0.0,0.0,0.3136877417564392,6,7358
1930,14,7,4,True,10507,1,False,False,False,False,0.4898979067802429,3.0,0.6593936681747437,10,1022
1930,15,2,9,False,49,2,True,True,True,True,0.0,0.0,0.02828427590429783,2,4245
1930,16,5,6,True,10507,1,False,False,False,False,0.3999999761581421,1.0,0.6942622065544128,6,658
1930,17,1,10,False,2983,83,True,True,True,True,0.0,0.0,0.019999995827674866,1,2365
1930,18,8,3,True,10507,2,False,False,False,False,0.4472135901451111,2.0,0.8361818790435791,10,9359
1930,19,8,3,True,10507,1,False,False,False,False,0.4898979067802429,3.0,0.6596968770027161,11,1022
1930,20,2,9,False,1,1,True,False,False,False,1.2961480617523193,9.0,1.2964566946029663,11,53
1930,21,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.7720103859901428,10,1964
1930,22,7,4,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.48456165194511414,8,9359
1930,23,8,3,True,10507,1,False,False,False,False,0.2828426957130432,2.0,0.7288347482681274,10,8931
1930,24,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.7400000095367432,9,9359
1930,25,2,9,True,10507,12,False,True,True,True,0.0,0.0,0.22090721130371094,2,5032
1930,26,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
1930,27,7,4,True,10507,1,False,False,False,False,0.2828426957130432,2.0,0.634665310382843,9,3318
1930,28,9,2,True,10507,1,False,True,True,True,0.0,0.0,0.7717512845993042,9,1964
1930,29,7,4,True,10507,1,False,False,False,False,0.4898979663848877,3.0,0.7815369367599487,10,5793
1930,30,5,6,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.8637129068374634,6,9938
1930,31,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
5066,0,2,9,False,1,1,True,False,False,False,0.9165151715278625,7.0,0.9169515371322632,9,8974
5066,1,1,10,False,10419,41,True,True,True,True,0.0,0.0,0.019999980926513672,1,4018
5066,2,8,3,True,10507,1,False,True,True,True,0.0,0.0,0.5396294593811035,8,4065
5066,3,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
5066,4,6,5,True,10507,1,False,False,False,False,0.3464101552963257,3.0,0.5161395072937012,9,8974
5066,5,9,2,True,10507,2,False,True,True,True,0.0,0.0,0.7400000095367432,9,9359
5066,6,2,9,False,1,1,True,False,False,False,0.9591663479804993,6.0,0.9595832824707031,8,26
5066,7,10,1,True,10507,1,False,True,True,True,0.0,0.0,0.5403702259063721,10,4065
5066,8,3,8,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.5596427321434021,4,1017
5066,9,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
5066,10,1,10,False,576,16,True,True,True,True,0.0,0.0,0.019999995827674866,1,7796
5066,11,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
5066,12,11,0,True,10507,1,False,,,,,,0.7927168607711792,11,8039
5066,13,1,10,False,10419,41,True,True,True,True,0.0,0.0,0.019999980926513672,1,6097
5066,14,1,10,False,10469,41,True,True,True,True,0.0,0.0,0.019999980926513672,1,7437
5066,15,7,4,True,10507,1,False,False,False,False,0.4898979663848877,3.0,0.6219325065612793,10,8974
5066,16,1,10,False,1619,4,True,False,False,False,0.4000000059604645,1.0,0.40049970149993896,2,7070
5066,17,4,7,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.5600000023841858,5,563
5066,18,5,6,True,10507,1,False,False,False,False,0.20000000298023224,1.0,0.5603570938110352,6,10202
5066,19,5,6,True,10507,1,False,False,False,False,0.19999998807907104,1.0,0.5157518982887268,6,6411
