TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.5961893518400675,0.1428404634153075,0.5058124214502264,0.6193408353738322,0.6896067013905327
3,0.6885279604195514,0.12398503764788267,0.5782051205401867,0.6958574173722071,0.7520623282139846
10,0.7201758249535537,0.11396614769554783,0.6229588468850564,0.7328049942743242,0.7721556585704143
