,rule,coef
9,interdisciplinary,7.1522675
5,positive,1.642473
0,conceptually dense,-0.97842664
1,technically complicated,0.7722187
6,negative,-0.73676735
2,common,-0.45600057
4,unambiguous,-0.26357135
10,subject to time variability,0.18150757
7,neutral,0.12687694
8,subject to geographical variability,0.10281235
3,socially controversial,-0.048434533
