,rule,coef
2,common,-2408.3782
4,unambiguous,-370.45844
5,positive,287.19907
0,conceptually dense,-269.21298
7,neutral,-150.41714
6,negative,-119.66103
8,subject to geographical variability,-108.93792
3,socially controversial,-56.025223
10,subject to time variability,-52.45719
1,technically complicated,35.3638
9,interdisciplinary,-30.857964
