,rule,type,coef,support,importance
5,positive,linear,0.12759921424883788,1.0,0.016361329946749607
6,negative,linear,-0.08358054835955787,1.0,0.010464455985467002
84,common > 0.7000000178813934 & positive <= 0.5000000149011612,rule,-0.002356945566108172,0.08008213552361396,0.0006397229066835615
109,common > 0.7000000178813934 & positive > 0.5000000149011612,rule,0.0011180907917683303,0.6817248459958932,0.0005208144203463716
401,unambiguous > 0.7000000178813934 & negative > 0.5000000149011612,rule,-0.002074506080603239,0.19096509240246407,0.0008154086911046123
668,socially controversial <= 0.5000000149011612 & technically complicated <= 0.7000000178813934 & negative <= 0.7000000178813934,rule,0.0014863810585295993,0.19096509240246407,0.0005842393255679793
771,socially controversial <= 0.5000000149011612 & positive > 0.30000000447034836 & technically complicated <= 0.7000000178813934,rule,0.0008727444856523591,0.22176591375770022,0.0003625681369483357
890,positive > 0.5000000149011612 & negative <= 0.7000000178813934,rule,0.07038690823492084,0.9014373716632443,0.020980498684570456
