,rule,coef
2,common,-2395.435
9,interdisciplinary,-398.67102
4,unambiguous,-397.33655
0,conceptually dense,-262.02902
5,positive,261.53876
7,neutral,-156.11984
6,negative,-150.88406
8,subject to geographical variability,-115.91132
10,subject to time variability,-69.56536
3,socially controversial,-58.315308
1,technically complicated,9.649681
