,rule,coef
2,common,0.41134614
7,neutral,-0.07188005
4,unambiguous,-0.06785495
6,negative,-0.062959865
5,positive,-0.05456835
3,socially controversial,-0.041729927
10,subject to time variability,-0.037274696
1,technically complicated,0.037101924
9,interdisciplinary,-0.03406748
0,conceptually dense,0.022211827
8,subject to geographical variability,-0.003382503
