,rule,coef
4,unambiguous,-0.9251721
2,common,0.47385776
7,neutral,-0.41355112
5,positive,0.31430462
3,socially controversial,-0.2582004
0,conceptually dense,-0.24521866
8,subject to geographical variability,0.21611974
1,technically complicated,0.1541993
9,interdisciplinary,0.14522567
6,negative,0.13516685
10,subject to time variability,-0.058326166
