,rule,coef
2,common,-2.4262042
0,conceptually dense,-1.39959
10,subject to time variability,-0.34629717
9,interdisciplinary,0.23902942
7,neutral,-0.16501276
6,negative,-0.11620361
5,positive,-0.08784706
1,technically complicated,-0.07496254
3,socially controversial,0.051234663
8,subject to geographical variability,0.042759087
4,unambiguous,-0.024019148
