,rule,coef
2,common,6063.259
0,conceptually dense,-869.96893
10,subject to time variability,833.56213
6,negative,-377.4544
4,unambiguous,-345.92172
8,subject to geographical variability,-340.71396
5,positive,-290.6881
3,socially controversial,-280.63965
9,interdisciplinary,255.56998
7,neutral,-134.88132
1,technically complicated,117.80151
