,rule,coef
9,interdisciplinary,70.42902
0,conceptually dense,-28.098108
5,positive,-19.018837
2,common,-13.953065
10,subject to time variability,-5.7854943
4,unambiguous,5.304781
8,subject to geographical variability,-2.7616346
7,neutral,-2.490797
6,negative,1.9572282
3,socially controversial,-1.9344606
1,technically complicated,1.5982342
