,rule,type,coef,support,importance
56,positive > 0.5000000149011612 & common <= 0.9000000059604645 & subject to geographical variability > 0.7000000178813934,rule,-0.0008478186374511474,0.7304216867469879,0.0003762116714225464
62,common > 0.9000000059604645 & technically complicated > 0.5000000149011612,rule,0.05438210948064445,0.007530120481927711,0.004701275260451637
145,common > 0.9000000059604645 & common > 0.30000000447034836,rule,0.40595969480912686,0.024096385542168676,0.062253293440761304
236,common > 0.5000000149011612 & common <= 0.9000000059604645,rule,-0.007339192546672345,0.9186746987951807,0.002006051137923704
299,common <= 0.9000000059604645 & common > 0.30000000447034836,rule,-0.0605088071262702,0.9789156626506024,0.008693030594687687
410,common > 0.9000000059604645 & positive <= 0.7000000178813934,rule,0.08570967450542342,0.009036144578313253,0.008110550606183814
413,common <= 0.9000000059604645 & technically complicated <= 0.7000000178813934,rule,-0.001211307580703763,0.8237951807228916,0.00046150132243675244
417,common > 0.9000000059604645 & interdisciplinary > 0.5000000149011612,rule,0.21966880616103257,0.025602409638554216,0.03469580045650788
437,common > 0.7000000178813934 & unambiguous <= 0.5000000149011612 & common <= 0.9000000059604645,rule,-0.0017733282361281064,0.08885542168674698,0.0005045738546187058
498,common > 0.9000000059604645 & interdisciplinary <= 0.9000000059604645,rule,0.1605863255244565,0.022590361445783132,0.023862088902500057
525,common > 0.9000000059604645 & conceptually dense > 0.5000000149011612,rule,0.07492780611122139,0.02108433734939759,0.010764543904467211
566,common > 0.9000000059604645 & negative > 0.7000000178813934 & conceptually dense > 0.5000000149011612,rule,0.04774685707540081,0.0030120481927710845,0.002616499780977881
670,unambiguous > 0.5000000149011612 & common <= 0.9000000059604645,rule,-0.00629701268737163,0.6671686746987951,0.0029673207183715205
680,positive > 0.7000000178813934,rule,-0.003595239344273001,0.6114457831325302,0.001752397392032618
734,common <= 0.7000000178813934 & unambiguous <= 0.5000000149011612 & neutral <= 0.5000000149011612 & common <= 0.9000000059604645,rule,0.005978037116231307,0.07078313253012049,0.0015331407911880449
876,common <= 0.9000000059604645 & subject to geographical variability > 0.7000000178813934 & common > 0.30000000447034836,rule,-0.0011235787746235446,0.8659638554216867,0.00038279333962568964
890,common > 0.9000000059604645 & neutral <= 0.7000000178813934,rule,0.06683725270111703,0.024096385542168676,0.010249389676808402
