,rule,coef
2,common,-2.3867483
0,conceptually dense,-1.3473359
10,subject to time variability,-0.28810176
9,interdisciplinary,0.26086414
7,neutral,-0.16189624
6,negative,-0.11753195
5,positive,-0.08648239
1,technically complicated,-0.078302875
3,socially controversial,0.04475037
8,subject to geographical variability,0.032512896
4,unambiguous,-0.028344966
