,rule,coef
9,interdisciplinary,179.9678
5,positive,-44.056515
4,unambiguous,-26.005795
0,conceptually dense,-18.740337
2,common,-15.651687
8,subject to geographical variability,-13.9608755
3,socially controversial,-13.9154415
1,technically complicated,-5.759371
10,subject to time variability,3.5578716
6,negative,2.478455
7,neutral,0.90024805
