,rule,coef
9,interdisciplinary,-840.0942
2,common,-631.53046
4,unambiguous,-121.82746
10,subject to time variability,112.029305
5,positive,90.939285
6,negative,-82.00443
3,socially controversial,-38.306587
7,neutral,-31.841402
1,technically complicated,28.028168
8,subject to geographical variability,-15.857159
0,conceptually dense,-14.553518
