,rule,coef
2,common,0.343388
7,neutral,-0.21534681
1,technically complicated,-0.17869294
6,negative,-0.15270643
5,positive,-0.12692896
10,subject to time variability,-0.04649019
3,socially controversial,0.030898064
9,interdisciplinary,0.019960491
8,subject to geographical variability,0.019190012
4,unambiguous,0.016739395
0,conceptually dense,0.004710466
