,rule,coef
2,common,925.43835
7,neutral,-129.27397
6,negative,-110.177956
4,unambiguous,-101.946236
0,conceptually dense,92.02357
9,interdisciplinary,-76.47299
3,socially controversial,-73.07714
1,technically complicated,72.044975
10,subject to time variability,-64.92334
5,positive,-36.744644
8,subject to geographical variability,16.259619
