LLM,Complexity,TopK,r2,mae,spearman,mcc,f1
gpt-3.5-turbo,easy,1,0.5745034262514249,9.018796066666884,0.3201211221184396,0.6817489624999385,0.9262467576958842
gpt-3.5-turbo,easy,3,0.5855647451357666,8.93241536801746,0.3292593911105094,0.7145568916783352,0.9474076142604487
gpt-3.5-turbo,easy,10,0.6000196594059756,8.115748490948372,0.26732189283174895,0.7145568916783352,0.9474076142604487
gpt-3.5-turbo,hard,1,0.4450406013014412,8.190001411562402,0.43619400417593396,0.6451310211413478,0.6848361202337934
gpt-3.5-turbo,hard,3,0.5664771819510314,6.875460702913394,0.5781025972576639,0.8126244260052057,0.8291185016800181
gpt-3.5-turbo,hard,10,0.587007024264092,5.962845499319022,0.5786826846412928,0.8487783679757418,0.8424213625151736
gpt-3.5-turbo,medium,1,0.5546205535765607,7.421598630068632,0.5425144987654209,0.7732625125017664,0.7938894352804848
gpt-3.5-turbo,medium,3,0.5755466488855634,7.313286939739721,0.5553057089071045,0.7881161216674282,0.7983254900232881
gpt-3.5-turbo,medium,10,0.5853954413773461,6.972422201370317,0.5285288624616193,0.8218365203493434,0.8133731141885885
gpt-4o,easy,1,0.6299905418249486,9.2444548607393,0.4973092773830663,1.0,1.0
gpt-4o,easy,3,0.6381149446718556,9.309945088337965,0.45641372079487025,1.0,1.0
gpt-4o,easy,10,0.6440420925081074,9.441705562131842,0.266874491439485,1.0,1.0
gpt-4o,hard,1,0.48583624675744064,12.698956370268233,0.5815324248975108,0.833063456050084,0.8475164512575336
gpt-4o,hard,3,0.6719343428011126,8.786469283984898,0.7346567438859678,0.8354274999438035,0.84892829220555
gpt-4o,hard,10,0.7266600286902419,7.606866382567297,0.7592190167931993,0.9665512727773625,0.9676620369825603
gpt-4o,medium,1,0.49662969042232064,8.720608437565454,0.5316994246632063,0.9297456789184242,0.9422790202342919
gpt-4o,medium,3,0.6648324199890236,8.516819444286934,0.6455682011474616,0.999953283747184,0.9999808227059163
gpt-4o,medium,10,0.6803784337479779,7.422880116732522,0.6909094805313684,1.0,1.0
gpt-4o-mini,easy,1,0.5605651670320801,14.297908601585029,0.4416140745400843,0.7373063392482235,0.8274673886290919
gpt-4o-mini,easy,3,0.5634524170054277,13.903322952964686,0.40404422224783954,0.7385190233720115,0.8304379740641057
gpt-4o-mini,easy,10,0.5864347070896363,13.712181540177077,0.42935495455390543,0.8243439178590132,0.7968992248062016
gpt-4o-mini,hard,1,0.6146203342628379,6.914629182079731,0.5871438820143476,0.813867175466723,0.8187744445696912
gpt-4o-mini,hard,3,0.6770866173819748,5.020718994420645,0.6922335500710055,0.8163751778267407,0.820098768321865
gpt-4o-mini,hard,10,0.6931374590153094,4.9708196322368385,0.6894665270869328,0.8224050110016488,0.8233703114262055
gpt-4o-mini,medium,1,0.6460292008566766,6.051322250566407,0.6050483066391509,0.8030907453807773,0.8007532528054012
gpt-4o-mini,medium,3,0.6567449116486735,5.0642749006704415,0.7053637113433334,0.8035595992827409,0.8010484277548588
gpt-4o-mini,medium,10,0.6756988168730849,4.952583949168551,0.6932811072809193,0.805184261363513,0.8012311181053772
llama3.1,easy,1,0.3571778551060065,9.869530059023154,0.19286724690440374,0.36543136463105425,0.5945141096589348
llama3.1,easy,3,0.38831105233190494,9.70639067215535,0.2314799025775577,0.38486449578277976,0.8742958423300847
llama3.1,easy,10,0.4085253303949163,9.549278123726527,0.25914927979093755,0.699436094901381,0.9296756184425835
llama3.1,hard,1,0.5827982511195614,14.882270995240063,0.622545536653961,0.6344279454084353,0.7894666610913004
llama3.1,hard,3,0.618362884615403,13.506050877701838,0.6263664553597915,0.826882617946541,0.8428347977978321
llama3.1,hard,10,0.645637879499568,10.134189746636745,0.6969077446564191,0.8319215694312806,0.8413210699990158
llama3.1,medium,1,0.6466805696380883,16.497895596178644,0.6349266999646446,0.7844938142602118,0.8023170486489256
llama3.1,medium,3,0.6673959981256472,14.86884550910367,0.6365227463470196,0.7847143984410689,0.8025277968048792
llama3.1,medium,10,0.6827000508408373,10.465170083226175,0.7098086198364572,0.812702641021545,0.8151605512174329
llama3.1:70b,easy,1,0.5885488436420409,13.47058733600459,0.42423523063986357,0.6858723891029076,0.9525064871857576
llama3.1:70b,easy,3,0.5909849276041896,13.429803755399496,0.4126081621271101,0.6870425792810099,0.9536364306885824
llama3.1:70b,easy,10,0.6105653816358062,12.472460737402606,0.3461760202758059,0.6951299880992963,0.696110067155815
llama3.1:70b,hard,1,0.6564325007729964,18.57496748928116,0.5375799685096937,0.6479837619402106,0.6412024288503334
llama3.1:70b,hard,3,0.7125216947434817,9.93249816730616,0.6785834812504978,0.7611621004203841,0.7771985169506447
llama3.1:70b,hard,10,0.7306671783762609,9.420884816357937,0.709770078039267,0.9809123300423509,0.9868041866539383
llama3.1:70b,medium,1,0.5888595325752737,10.681166407519822,0.5542628860050225,0.7537791165989868,0.8
llama3.1:70b,medium,3,0.610773978587794,10.66093898421786,0.5642797021552918,0.7596022890255518,0.8
llama3.1:70b,medium,10,0.630609631490767,8.668197202727274,0.6297199935270703,0.8182017144912077,0.8180194174757283
