TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.7392802855432729,0.1464371366147921,0.6648663622200746,0.7537791165989868,0.8084789604237501
3,0.7808933669613857,0.14056413767309786,0.7490606561987816,0.7881161216674282,0.8216288978866408
10,0.8427973720661346,0.10243290879931659,0.808943451192529,0.8224050110016488,0.9076648203765522
