LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
gpt-4o-mini,hard,oversimplification,3,69,heldout_refit_on_rule_activations,0.4517008802631578,0.4163479136924178,0.6383428546629025,0.024938328749052437,0.006229036895064686
gpt-4o-mini,hard,oversimplification,10,69,heldout_refit_on_rule_activations,0.46988154711488317,0.40330007478908536,0.6310055724290093,0.024938328749052437,0.006229036895064686
llama3.1:70b,hard,explanation_length,1,29,heldout_refit_on_rule_activations,0.8877518977531136,106.51369020522912,0.28336754506327005,1.0,1.0
llama3.1:70b,hard,explanation_length,3,29,heldout_refit_on_rule_activations,0.9455539641437019,55.322131748946546,0.8717190664591902,1.0,1.0
llama3.1:70b,hard,explanation_length,10,29,heldout_refit_on_rule_activations,0.9519031309038871,52.418109934794984,0.8848787034925059,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,1,15,heldout_refit_on_rule_activations,0.9444962778174347,26.474883724461154,0.15783685793976676,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,3,15,heldout_refit_on_rule_activations,0.9493493329158011,26.227343923500193,0.15783693165741694,1.0,1.0
gpt-3.5-turbo,easy,explanation_length,10,15,heldout_refit_on_rule_activations,0.9536800877028404,23.787584458877223,0.416525828634037,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,1,85,heldout_refit_on_rule_activations,0.929617983438524,35.13094657950797,0.17874911252749245,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,3,85,heldout_refit_on_rule_activations,0.9289843236873836,34.64048062354147,0.16988167814935984,1.0,1.0
gpt-3.5-turbo,medium,explanation_length,10,85,heldout_refit_on_rule_activations,0.9444379310078882,32.974195297605654,0.28224224268680925,1.0,1.0
gpt-4o,medium,explanation_length,1,21,heldout_refit_on_rule_activations,0.9843609716512519,42.110670044299,0.425301260595846,1.0,1.0
gpt-4o,medium,explanation_length,3,21,heldout_refit_on_rule_activations,0.9844451634689662,41.77945730496238,0.42522671996423955,1.0,1.0
gpt-4o,medium,explanation_length,10,21,heldout_refit_on_rule_activations,0.9861718468967183,36.3070288197693,0.6905212110554982,1.0,1.0
llama3.1,hard,information_overload,1,124,heldout_refit_on_rule_activations,0.6054610366250964,0.44016891823799714,0.7580539977601543,0.949270152275229,0.9643504531722055
llama3.1,hard,information_overload,3,124,heldout_refit_on_rule_activations,0.6231882377504435,0.411809215546444,0.7864779468509049,1.0,1.0
llama3.1,hard,information_overload,10,124,heldout_refit_on_rule_activations,0.6634560848106239,0.38595049142833593,0.7967642797176566,1.0,1.0
llama3.1,easy,oversimplification,1,33,heldout_refit_on_rule_activations,0.011127324832887586,0.5025422939160398,0.11794535751339971,0.05128609249858879,0.7638054868715413
llama3.1,easy,oversimplification,3,33,heldout_refit_on_rule_activations,0.029481409525418445,0.49378339593883636,0.1638027302213729,0.056285202644196036,0.8338606716625034
llama3.1,easy,oversimplification,10,33,heldout_refit_on_rule_activations,0.04587839717960274,0.48528279427401905,0.1980507284618341,0.09830828470414316,0.7890268553277505
gpt-4o-mini,medium,oversimplification,1,48,heldout_refit_on_rule_activations,0.46994154043249303,0.41587862439466866,0.6797477174338517,0.018802566821694133,0.0055638775946929165
gpt-4o-mini,medium,oversimplification,3,48,heldout_refit_on_rule_activations,0.47650260238704323,0.41245994483747955,0.6776219118814051,0.018802566821694133,0.0055638775946929165
gpt-4o-mini,medium,oversimplification,10,48,heldout_refit_on_rule_activations,0.4996390497086366,0.39604451631857623,0.6567782181148535,0.026925877225553806,0.0064773293472845045
gpt-3.5-turbo,medium,information_overload,1,36,heldout_refit_on_rule_activations,0.30188015281612657,0.5397293136888678,0.6644370953392272,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,information_overload,3,36,heldout_refit_on_rule_activations,0.32930579256231685,0.5249257288293361,0.6703218474681747,1.0,1.0
gpt-3.5-turbo,medium,information_overload,10,36,heldout_refit_on_rule_activations,0.3338962206377202,0.5220336257692543,0.5604502137381077,1.0,1.0
gpt-4o-mini,medium,information_overload,1,73,heldout_refit_on_rule_activations,0.30148968410851906,0.4501146038408312,0.5671076488813509,0.9993303506598076,0.9997854997854998
gpt-4o-mini,medium,information_overload,3,73,heldout_refit_on_rule_activations,0.31707938207171515,0.4466092569780754,0.5648654141474576,1.0,1.0
gpt-4o-mini,medium,information_overload,10,73,heldout_refit_on_rule_activations,0.3579788090688206,0.42056896576337827,0.5698714680931115,1.0,1.0
gpt-4o,hard,explanation_length,1,48,heldout_refit_on_rule_activations,0.972141845483448,70.90143256033026,0.42529512705689526,1.0,1.0
gpt-4o,hard,explanation_length,3,48,heldout_refit_on_rule_activations,0.9819339319450648,48.81010296594078,0.7558467044359743,1.0,1.0
gpt-4o,hard,explanation_length,10,48,heldout_refit_on_rule_activations,0.9842472042673216,42.170471782290434,0.8596886101022552,1.0,1.0
