LLM,Complexity,Metric,TopK,RuleCountFile,EvalMode,r2,mae,spearman,mcc,f1
gpt-4o,hard,subjectivity_score_nn,1,104,heldout_refit_on_rule_activations,0.5137991746505903,0.23043826492104055,0.7073205028944896,0.9858157366376821,0.9915289543119011
gpt-4o,hard,subjectivity_score_nn,3,104,heldout_refit_on_rule_activations,0.610461300673932,0.18959471843063005,0.6886855542127513,0.9858157366376821,0.9915289543119011
gpt-4o,hard,subjectivity_score_nn,10,104,heldout_refit_on_rule_activations,0.6360419745790178,0.18001453296399447,0.6849573939285674,0.9858157366376821,0.9915289543119011
llama3.1,hard,framing_effect,1,114,heldout_refit_on_rule_activations,0.6452440896141028,0.5659628428612833,0.7654797027168004,0.9948058918413549,0.9964860907759883
llama3.1,hard,framing_effect,3,114,heldout_refit_on_rule_activations,0.6535597245470048,0.5583720318396168,0.6997839735121407,0.9948058918413549,0.9964860907759883
llama3.1,hard,framing_effect,10,114,heldout_refit_on_rule_activations,0.7118771499407326,0.5147672270006725,0.7231157987718284,0.9948058918413549,0.9964860907759883
gpt-3.5-turbo,hard,oversimplification,1,69,heldout_refit_on_rule_activations,0.14514857137949444,0.7522566035937341,0.3920089316428224,-0.10067840005011805,0.0
gpt-3.5-turbo,hard,oversimplification,3,69,heldout_refit_on_rule_activations,0.21099672571260897,0.7173389684875603,0.4769093351319117,-0.08936401761944077,0.0
gpt-3.5-turbo,hard,oversimplification,10,69,heldout_refit_on_rule_activations,0.2550632433035377,0.6938318041200896,0.5001258478886506,0.10696965214147872,0.06157354618015964
llama3.1:70b,easy,oversimplification,1,123,heldout_refit_on_rule_activations,0.003414828794487179,0.7554355500836883,0.0653222226227369,0.06288170264101477,0.8626013394430737
llama3.1:70b,easy,oversimplification,3,123,heldout_refit_on_rule_activations,0.001068229132671017,0.7549715896555678,0.030468141717278137,0.06288170264101477,0.8626013394430737
llama3.1:70b,easy,oversimplification,10,123,heldout_refit_on_rule_activations,0.04566879438690097,0.7211184422513282,0.18884508797967,0.08714392909587382,0.09002224884477152
gpt-4o-mini,medium,subjectivity_score_nn,1,70,heldout_refit_on_rule_activations,0.8162931550230073,0.09243267291585304,0.7891299854158874,0.9993303506598076,0.9997854997854998
gpt-4o-mini,medium,subjectivity_score_nn,3,70,heldout_refit_on_rule_activations,0.8157155721752213,0.09220138709817013,0.7863563698582156,0.9993303506598076,0.9997854997854998
gpt-4o-mini,medium,subjectivity_score_nn,10,70,heldout_refit_on_rule_activations,0.8161662737595897,0.09052826477843429,0.7506070215453923,0.9993303506598076,0.9997854997854998
gpt-4o-mini,easy,explanation_length,1,18,heldout_refit_on_rule_activations,0.9845327385940003,42.077285962095324,0.5090380074288026,1.0,1.0
gpt-4o-mini,easy,explanation_length,3,18,heldout_refit_on_rule_activations,0.9857102578675814,40.89876508160432,0.5088358837632839,1.0,1.0
gpt-4o-mini,easy,explanation_length,10,18,heldout_refit_on_rule_activations,0.98548285330901,40.39443654739708,0.46269202267316634,1.0,1.0
llama3.1,medium,subjectivity_score_nn,1,85,heldout_refit_on_rule_activations,0.839456368592671,0.08228180981055312,0.8041804233606937,0.9978394184874875,0.9992943832909963
llama3.1,medium,subjectivity_score_nn,3,85,heldout_refit_on_rule_activations,0.8394863563923385,0.08187238141357121,0.7943857670179199,0.9978394184874875,0.9992943832909963
llama3.1,medium,subjectivity_score_nn,10,85,heldout_refit_on_rule_activations,0.8493629349541304,0.07654427277418141,0.7904361437512776,0.9993506996950087,0.9995619798510732
gpt-4o,medium,information_overload,1,92,heldout_refit_on_rule_activations,0.17770108194676648,0.622398380808292,0.3584668230059914,1.0,1.0
gpt-4o,medium,information_overload,3,92,heldout_refit_on_rule_activations,0.6003848255331792,0.2510003809469223,0.7903589668478019,1.0,1.0
gpt-4o,medium,information_overload,10,92,heldout_refit_on_rule_activations,0.6281876032264893,0.27071699956748313,0.7808593549133312,1.0,1.0
gpt-4o,easy,information_overload,1,17,heldout_refit_on_rule_activations,0.7468254317063023,0.011682999067107932,0.898641936435832,1.0,1.0
gpt-4o,easy,information_overload,3,17,heldout_refit_on_rule_activations,0.7568472987838135,0.012530723178068514,0.8985920013983518,1.0,1.0
gpt-4o,easy,information_overload,10,17,heldout_refit_on_rule_activations,0.7684191353044332,0.013067912576176293,0.3236417678838181,1.0,1.0
gpt-3.5-turbo,medium,framing_effect,1,60,heldout_refit_on_rule_activations,0.7558751697082082,0.5600088170127047,0.7556082347124748,0.9707199045329866,0.9778197262859839
gpt-3.5-turbo,medium,framing_effect,3,60,heldout_refit_on_rule_activations,0.7842208160849462,0.5414762618894793,0.7713249470039575,0.9894077086284027,0.9920893438808748
gpt-3.5-turbo,medium,framing_effect,10,60,heldout_refit_on_rule_activations,0.7934383963600744,0.5232055651246704,0.6868223183621001,0.9944220550719878,0.9985443959243085
