LLM,Complexity,TopK,r2,mae,spearman,mcc,f1
gpt-3.5-turbo,easy,1,0.5742770730238513,9.019449670268083,0.30725557766814987,0.6735925229183918,0.6995337460827028
gpt-3.5-turbo,easy,3,0.5767100892805224,8.878255112821732,0.22273015849291342,0.677816267401369,0.6762513312034079
gpt-3.5-turbo,easy,10,0.582644450970581,8.289692882923664,0.22387157864350185,0.6859592241008792,0.6857142857142856
gpt-3.5-turbo,hard,1,0.3790166903351289,8.507543447713248,0.4361043704313074,0.656146171629156,0.7070518657496564
gpt-3.5-turbo,hard,3,0.47675780037767373,8.395105667667277,0.4829565889604585,0.7467134353196206,0.7575738091284573
gpt-3.5-turbo,hard,10,0.5191639168990536,7.246088770099372,0.5501189128936885,0.7720698716808534,0.7846714992196516
gpt-3.5-turbo,medium,1,0.25834972124780425,10.50056647317194,0.40403887637476565,0.5800078098035393,0.5694908959738815
gpt-3.5-turbo,medium,3,0.47518317313930003,7.445571054073691,0.472224433347718,0.6654556358542875,0.6767510973517299
gpt-3.5-turbo,medium,10,0.5458967456993934,7.434841097496372,0.5016485428707378,0.7129781101078209,0.7234764032202582
gpt-4o,easy,1,0.6201877350027524,9.246779301609562,0.48381316962910814,0.9506436126361182,0.9490068238632525
gpt-4o,easy,3,0.6319520480626645,9.30498744752397,0.4694977689985897,0.9506436126361182,0.9490068238632525
gpt-4o,easy,10,0.644102603846379,9.334018796096217,0.2537269702262796,0.9506436126361182,0.9490068238632525
gpt-4o,hard,1,0.2553413611247363,12.96324274733071,0.28522372019984993,0.4882817844499601,0.4816050803527277
gpt-4o,hard,3,0.5444249178854188,12.582949795403039,0.6086412537990964,0.7013660945703858,0.7093967129141547
gpt-4o,hard,10,0.6600636036400432,10.19205184921479,0.7001321621973031,0.7697829038511618,0.7908005603457616
gpt-4o,medium,1,0.4519755179707635,8.666459978828305,0.4664166862085509,0.613996188711968,0.6152768738708356
gpt-4o,medium,3,0.547991356357225,8.517998160770215,0.5689042905594703,0.7768614451374207,0.7678187909551661
gpt-4o,medium,10,0.5994446296502983,8.346933022714229,0.5799539328327669,0.7768614451374207,0.7678187909551661
gpt-4o-mini,easy,1,0.42091688437579616,14.308936291234739,0.33568877003288566,0.5671229678157761,0.5898876586376587
gpt-4o-mini,easy,3,0.5591940792681851,13.747996805226757,0.4354441655803553,0.6832605702986396,0.7248649704962737
gpt-4o-mini,easy,10,0.5786915201318732,13.663487269435798,0.42454409501304796,0.708379520259987,0.7957667768412663
gpt-4o-mini,hard,1,0.2694903283897179,7.650877402870773,0.28880019581502986,0.645776880480729,0.6772277969192134
gpt-4o-mini,hard,3,0.3685328419770822,7.167626014207428,0.33078941297802295,0.7175040202629829,0.7188339453978845
gpt-4o-mini,hard,10,0.5643609860740911,6.8458589911555405,0.5033658756173834,0.7487955507406688,0.7483657700751868
gpt-4o-mini,medium,1,0.35010381920485834,6.651459347077096,0.3510511421988138,0.6530398343401003,0.6530395405942496
gpt-4o-mini,medium,3,0.4571258641350339,6.252523816310559,0.4074714461469674,0.6819338993888728,0.6851596437523748
gpt-4o-mini,medium,10,0.6094004806055842,6.09340851606105,0.544921188673181,0.7542732199114752,0.7707663455594499
llama3.1,easy,1,0.32627642185137934,9.871630879143508,0.12603109197628995,0.3705110130807228,0.39195141907567405
llama3.1,easy,3,0.33884855581353507,9.696129649841794,0.12459192569143818,0.3705110130807228,0.39195141907567405
llama3.1,easy,10,0.3627367232892394,9.53629532221215,0.1699725398869938,0.6237345180666426,0.6134597573688517
llama3.1,hard,1,0.20881421960517407,32.523225589917544,0.26482456572901336,0.4823547072688086,0.43398776006920836
llama3.1,hard,3,0.34192240555948067,13.781601300283581,0.3628280481103349,0.588662473382897,0.5657875094586684
llama3.1,hard,10,0.5404137006731167,13.490563189068714,0.5349869210564271,0.6583915701120094,0.654783642664421
llama3.1,medium,1,0.26842157443641756,35.51551362487851,0.30844717293253043,0.3542349664011626,0.31216497235186597
llama3.1,medium,3,0.4229270634499952,14.86262432371476,0.3833405138193019,0.49412344680386244,0.46883603157166515
llama3.1,medium,10,0.5556585307305665,14.67801080279861,0.4980965039564319,0.5755794453089425,0.6123595005093269
llama3.1:70b,easy,1,0.3847702495326657,28.5540379740946,0.3567560203602882,0.5397121082192399,0.5317167749142006
llama3.1:70b,easy,3,0.5729934417292112,12.805423450511887,0.43056540580779457,0.5412284905040743,0.5354123947986588
llama3.1:70b,easy,10,0.610091509133219,12.583473214125844,0.2739540329783066,0.6270415336374822,0.6323604633848536
llama3.1:70b,hard,1,0.24383118107183008,19.255093330876537,0.2689413359432506,0.3391882155956691,0.2998298115567056
llama3.1:70b,hard,3,0.5108239102913753,18.98393882040412,0.42620362567998477,0.42620209240481,0.44771910375595275
llama3.1:70b,hard,10,0.6609801822700149,10.40112827736855,0.6445960792804204,0.5736562258910526,0.6429220062086582
llama3.1:70b,medium,1,0.25627128621536194,10.844881485163251,0.25774385038767333,0.4883009862515915,0.47798004025361635
llama3.1:70b,medium,3,0.4549350846067234,10.72785785772008,0.4186928702724052,0.8423117990289368,0.8461486298103758
llama3.1:70b,medium,10,0.526951512505908,8.996978585995567,0.5627940771057259,0.8458604454589198,0.8989289972905693
