TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.5601939846401955,0.1553470187172298,0.4853182458593843,0.5671229678157761,0.6494083574104146
3,0.6576396197383334,0.1536152028592319,0.5649454819434856,0.6819338993888728,0.7321087277913018
10,0.7189338131267624,0.10168852255357204,0.6427165518747457,0.7129781101078209,0.7709263877660075
