TopK,mcc_mean,mcc_std,mcc_q1,mcc_median,mcc_q3
1,0.31853199454168935,0.11317376376954523,0.23095929663274642,0.34085589816142625,0.4097480898864258
3,0.41064425938877847,0.1119266468522182,0.3626110710650464,0.42603387783957297,0.4731887076929236
10,0.483669165692244,0.10818252575576628,0.4493963207882885,0.4931976134634363,0.5334365336050385
